Rank,Mountain,Height,Drop,lat,lon,Range,Region,Country,Firstascent
985,Tête du Collier,2567,903,44°43′02″N,05°57′51″E,I/A-06.I-A,Hautes-Alpes,FR,
986,Maurerkopf,2567,352,46°42′46″N,12°02′02″E,II/C-31.I-B,South Tyrol,IT,
987,Schiara,2565,964,46°13′48″N,12°10′56″E,II/C-31.II-B,Belluno,IT,
988,Hinter Planitzer,2562,317,47°13′04″N,12°38′13″E,II/A-17.II-C,Salzburg,AT,
989,Grand Galbert (fr),2561,487,45°05′26″N,05°57′35″E,I/A-05.IV-A,Isère,FR,
990,Grintovec,2558,1706,46°21′25″N,14°32′10″E,II/C-35.II-B,East Slovenia,SI,1759
991,Kreuzjoch,2558,1051,47°15′05″N,11°58′58″E,II/B-23.II-A,North Tyrol,AT,
992,Monte Bo,2556,616,45°42′51″N,07°59′56″E,I/B-09.IV-A,Biella,IT,
993,Wolayer Seekopf / Monte Capolago,2554,585,46°36′22″N,12°51′39″E,II/C-33.I-A,Carinthia/Udine,AT/IT,
994,Pizzo Tre Signori,2554,462,46°00′43″N,09°31′42″E,II/C-29.I-B,Berg/Lecc/Sond,IT,
995,Modeon del Buinz,2554,313,46°25′00″N,13°28′16″E,II/C-34.I-A,Udine,IT,
996,Namloser Wetterspitze (de),2553,722,47°19′23″N,10°38′30″E,II/B-21.I-B,North Tyrol,AT,1876
997,Kirchlispitzen,2552,313,47°02′20″N,09°46′10″E,II/A-15.VIII-A,Vorarlb/Graub.,AT/CH,1891
998,Tàmer Piccolo,2550,846,46°18′38″N,12°07′19″E,II/C-31.II-B,Belluno,IT,1892
999,Concarena (Cima della Bacchetta),2549,721,46°00′39″N,10°16′48″E,II/C-29.II-C,Bergamo,IT,
1000,Monte Brentoni (it),2548,1017,46°30′46″N,12°33′57″E,II/C-33.I-C,Belluno,IT,
1001,Le Tarent,2548,1002,46°22′56″N,07°08′51″E,I/B-14.I-A,Vaud,CH,
1002,Monfalcon di Montanaia (it),2548,499,46°24′16″N,12°29′10″E,II/C-33.III-A,Bell./Pordenone,IT,
1003,Sass de Mura,2547,1178,46°09′49″N,11°55′31″E,II/C-31.IV-B,Belluno/Trentino,IT,1881
1004,Rosso di Ribia,2547,569,46°15′40″N,08°31′47″E,I/B-10.II-A,Ticino,CH,
1005,Prisojnik,2547,551,46°25′31″N,13°46′12″E,II/C-34.I-E,West Slovenia,SI,
1006,Hochnissl (de),2547,360,47°22′02″N,11°37′05″E,II/B-21.IV-A,North Tyrol,AT,
1007,Les Aiguillettes,2547,313,45°11′02″N,06°07′30″E,I/A-05.I-B,Isère,FR,
1008,Monte Cresto,2546,327,45°40′51″N,07°54′36″E,I/B-09.IV-A,Aosta/Biella,IT,
1009,L'Aiguille Rouge,2545,351,45°02′46″N,06°38′40″E,I/A-04.III-A,Hautes-Alpes,FR,
1010,Predigstuhl,2543,385,47°15′43″N,13°54′41″E,II/A-18.II-A,Styria,AT,
1011,Monte Talvena,2542,602,46°15′58″N,12°09′21″E,II/C-31.II-B,Belluno,IT,
1012,Giferspitz,2542,556,46°27′04″N,07°21′12″E,I/B-14.II-A,Bern,CH,
1013,Mohnenfluh,2542,387,47°13′56″N,10°06′08″E,II/B-21.II-A,Vorarlberg,AT,
1014,Pöngertlekopf & Pfaffeneck [Note 14],2539,632,47°10′27″N,10°02′04″E,II/B-21.II-A,Vorarlberg,AT,
1015,Östliche Karwendelspitze,2537,734,47°26′42″N,11°25′19″E,II/B-21.IV-A,N-Tyrol/Bavaria,AT/DE,1870
1016,Pizzo Cavregasco,2535,334,46°14′22″N,09°16′35″E,I/B-10.III-D,Como/Sondrio,IT,
1017,Glogghüs,2534,554,46°45′38″N,08°15′45″E,I/B-14.III-B,Bern/Obwalden,CH,
1018,Hochwang,2534,417,46°52′27″N,09°37′59″E,II/A-15.VII-A,Graubünden,CH,
1019,Pointe de Comborsier,2534,403,45°36′37″N,06°30′56″E,I/B-07.VI-A,Savoy,FR,
1020,Großer Widderstein,2533,845,47°17′05″N,10°07′45″E,II/B-22.II-C,Vorarlberg,AT,1669
1021,Cima Quarazza,2530,413,46°07′47″N,11°34′12″E,II/C-31.V-B,Trentino,IT,
1022,Cima Coltorondo,2530,350,46°15′21″N,11°38′17″E,II/C-31.V-B,Trentino,IT,
1023,Gurpitscheck,2526,660,47°12′39″N,13°36′53″E,II/A-18.II-A,Salzburg,AT,
1024,Gamskofel,2526,467,46°37′51″N,12°54′03″E,II/C-33.I-A,Carinthia,AT,
1025,Mont Joly,2525,536,45°49′34″N,06°41′35″E,I/B-07.VI-B,Upper Savoy,FR,
1026,Magerrain,2524,357,47°01′59″N,09°13′12″E,I/B-13.II-A,Glarus/StGallen,CH,
1027,Hocheisspitze,2523,410,47°32′49″N,12°50′36″E,II/B-24.III-C,Salzburg/Bavaria,AT/DE,1868
1028,Hoher Göll,2522,789,47°35′39″N,13°04′04″E,II/B-24.III-B,Salzburg/Bavaria,AT/DE,1800
1029,Presolana,2521,725,45°57′24″N,10°03′19″E,II/C-29.II-C,Bergamo,IT,1870
1030,Monte delle Scale,2521,580,46°30′09″N,10°19′36″E,II/A-15.IV-A,Sondrio,IT,
1031,Tschuggen,2521,460,46°36′01″N,07°56′59″E,I/B-14.II-B,Bern,CH,
1032,Hochjoch (de),2520,547,47°03′58″N,09°59′17″E,II/A-15.VI-C,Vorarlberg,AT,
1033,Dreispitz,2520,523,46°35′34″N,07°45′35″E,I/B-14.II-B,Bern,CH,
1034,Steinwand / Creta Verde,2520,509,46°38′34″N,12°47′32″E,II/C-33.I-A,Carinthia/Udine,AT/IT,
1035,Cima di Bri,2520,313,46°18′19″N,08°53′03″E,I/B-10.II-D,Ticino,CH,
1036,Monte Seleron,2519,458,46°06′00″N,09°43′44″E,II/C-29.I-A,Sondrio,IT,
1037,Großer Priel,2515,1710,47°43′01″N,14°03′48″E,II/B-25.III-A,Upper Austria,AT,1817
1038,Chaiserstock,2515,470,46°55′42″N,08°43′43″E,I/B-14.IV-A,Schwyz/Uri,CH,
1039,Cima Busa Alta,2513,331,46°14′59″N,11°36′34″E,II/C-31.V-B,Trentino,IT,
1040,Glanderspitze (de),2512,971,47°08′54″N,10°39′42″E,II/A-16.I-C,North Tyrol,AT,
1041,Pizzo Arera,2512,691,45°56′05″N,09°48′57″E,II/C-29.II-B,Bergamo,IT,
1042,Pizzo Alto,2512,320,46°04′39″N,09°27′24″E,II/C-29.I-B,Lecco/Sondrio,IT,
1043,Großes Ochsenhorn,2511,1309,47°32′18″N,12°39′39″E,II/B-24.I-A,Salzburg,AT,
1044,Villanderer Berg,2509,426,46°39′31″N,11°25′08″E,II/A-16.III-A,South Tyrol,IT,
1045,Mitterhorn (de),2506,335,47°32′58″N,12°37′43″E,II/B-24.I-A,Salzburg,AT,
1046,Dormillouse,2505,392,44°24′35″N,06°23′13″E,I/A-03.1-A,A-d-H-Provence,FR,
1047,Breithorn,2504,327,47°27′25″N,12°54′10″E,II/B-24.III-A,Salzburg,AT,
1048,Cima di Pape / Cima di Sanson,2503,696,46°20′04″N,11°55′41″E,II/C-31.IV-A,Belluno,IT,
1049,Piz Ledu,2503,375,46°13′57″N,09°19′18″E,I/B-10.III-D,Como/Sondrio,IT,
1050,Säntis,2502,2015,47°14′58″N,09°20′36″E,I/B-14.V-B,App/StG[Note 15],CH,1680
1051,Großer Pleißlingkeil,2501,410,47°13′38″N,13°29′29″E,II/A-18.I-A,Salzburg,AT,
1052,Marchkopf,2499,372,47°15′04″N,11°48′22″E,II/B-23.I-B,North Tyrol,AT,
1053,Castello di Moschesin,2499,314,46°17′50″N,12°07′58″E,II/C-31.II-B,Belluno,IT,
1054,Monte Croce (it),2496,533,46°10′10″N,11°23′32″E,II/C-31.V-B,Trentino,IT,
1055,Mittlere Kreuzspitze (de),2496,456,47°20′10″N,10°35′34″E,II/B-21.I-B,North Tyrol,AT,
1056,Les Grands Moulins,2495,307,45°24′26″N,06°11′54″E,I/A-05.II.B,Savoy,FR,
1057,Wannig,2493,704,47°20′13″N,10°51′44″E,II/B-21.III-A,North Tyrol,AT,
1058,Pizzo Camino,2491,525,45°58′54″N,10°10′39″E,II/C-29.II-C,Bergamo / Brescia,IT,
1059,Fulen,2491,311,46°55′07″N,08°42′53″E,I/B-14.IV-A,Schwyz / Uri,CH,
1060,Viezzena (it),2490,435,46°20′15″N,11°40′32″E,II/C-31.III-B,South Tyrol,IT,
1061,Zanggen / Pala di Santa (de),2488,498,46°20′45″N,11°30′43″E,II/C-31.V-A,South Tyrol / Trentino,IT,
1062,Creton di Clap Grant (fur),2487,518,46°31′45″N,12°40′14″E,II/C-33.I-C,Belluno,IT,
1063,Cima di Pinadee,2486,455,46°30′48″N,08°58′37″E,I/B-10.III-B,Ticino,CH,
1064,Grand Arc,2484,693,45°34′00″N,06°21′53″E,I/B-07.II-F,Savoy,FR,
1065,Étale (mountain),2483,997,45°51′00″N,06°26′52″E,I/B-08.IV-A,Upper Savoy / Savoy,FR,
1066,Monte Bertrand (it),2483,385,44°07′04″N,07°40′31″E,I/A-01.II-A,Alpes-Maritimes / Cuneo,FR/IT,
1067,Rammelstein,2483,304,46°50′04″N,12°03′11″E,II/A-17.III-A,South Tyrol,IT,
1068,Hochkarspitze,2482,662,47°26′51″N,11°21′02″E,II/B-21.IV-A,North Tyrol / Bavaria,AT/DE,
1069,Rauchberg (nl),2480,483,47°18′15″N,10°45′32″E,II/B-21.I-B,North Tyrol,AT,
1070,Monte Pramaggiore (it),2478,550,46°21′54″N,12°33′12″E,II/C-33.III-A,Pordenone / Udine,IT,
1071,Monte Ziolera,2478,345,46°10′19″N,11°27′18″E,II/C-31.V-B,Trentino,IT,
1072,Spillgerte,2476,453,46°32′12″N,07°26′48″E,I/B-14.II-A,Bern,CH,
1073,Rettelkirchspitze (de),2475,687,47°15′35″N,14°07′40″E,II/A-18.III-A,Styria,AT,
1074,Bivare / Monte Bìvera,2474,696,46°26′29″N,12°38′31″E,II/C-33.I-C,Udine,IT,
1075,Greim,2474,686,47°14′52″N,14°09′06″E,II/A-18.III-A,Styria,AT,
1076,Monte Rinaldo,2473,675,46°35′56″N,12°39′29″E,II/C-33.I-A,Belluno,IT,
1077,Pierre Avoi,2473,300,46°07′05″N,07°12′01″E,I/B-09.I-D,Valais,CH,
1078,Rappenspitze,2472,305,47°14′12″N,10°11′51″E,II/B-21.I-A,North Tyrol / Vorarlberg,AT,
1079,Col Nudo,2471,1644,46°13′39″N,12°24′10″E,II/C-32.II-B,Belluno / Pordenone,IT,
1080,Loreakopf (de),2471,907,47°21′15″N,10°46′18″E,II/B-21.I-B,North Tyrol,AT,
1081,Cime de l'Aspre,2471,468,44°10′32″N,06°48′35″E,I/A-02.I-D,Alpes-Maritimes,FR,
1082,Lungauer Kalkspitze (de),2471,412,47°16′20″N,13°37′31″E,II/A-18.II-A,Salzburg,AT,
1083,Ochsenkopf [3],2470,352,47°16′31″N,12°04′44″E,II/B-23.II-A,North Tyrol / Salzburg,AT,
1083,Salzachgeier [3],2470,352,47°17′37″N,12°06′13″E,II/B-23.II-A,North Tyrol / Salzburg,AT,
1085,Sasso di Bosconero,2468,938,46°20′11″N,12°16′07″E,II/C-31.II-A,Belluno,IT,
1086,Cima Scanaiol,2467,479,46°12′54″N,11°45′57″E,II/C-31.V-B,Trentino,IT,
1087,Gamskarkogel (de),2467,376,47°09′40″N,13°09′31″E,II/A-17.II-F,Salzburg,AT,
1088,Hauts-Forts,2466,546,46°10′07″N,06°46′39″E,I/B-08.III-A,Upper Savoy,FR,
1089,Pizzo la Scheggia (it),2466,339,46°11′03″N,08°24′55″E,I/B-10.II-B,V-C-O,IT,
1090,Creta Forata,2462,857,46°32′33″N,12°44′09″E,II/C-33.I-C,Belluno / Udine,IT,
1091,Silberspitze,2461,349,47°11′03″N,10°34′22″E,II/B-21.I-A,North Tyrol,AT,
1092,Mont Mirantin,2460,571,45°41′03″N,06°29′58″E,I/B-07.VI-A,Savoy,FR,
1092,Pointe de la Grande Journée,2460,571,45°40′03″N,06°30′04″E,I/B-07.VI-A,Savoy,FR,
1094,Rauchkofel,2460,322,46°37′10″N,12°53′00″E,II/C-33.I-A,Carinthia,AT,
1095,Große Bischofsmütze (de),2458,612,47°29′38″N,13°30′40″E,II/B-25.I-A,Salzburg,AT,
1096,Gummfluh,2458,574,46°26′26″N,07°11′42″E,I/B-14.I-A,Bern / Vaud,CH,
1097,Sonnjoch,2457,625,47°24′44″N,11°36′18″E,II/B-21.IV-A,North Tyrol,AT,
1098,Hohniesen,2454,371,46°34′38″N,07°35′00″E,I/B-14.II-A,Bern,CH,
1099,Rocher Rond,2453,365,44°41′51″N,05°49′46″E,I/A-06.I-B,Drôme  / Hautes-Alpes,FR,
1100,Gamsjoch (de),2452,658,47°25′06″N,11°32′56″E,II/B-21.IV-A,North Tyrol,AT,
1101,Monte Bussaia,2451,300,44°13′05″N,07°28′05″E,I/A-02.I-A,Cuneo,IT,
1102,Pomagagnon,2450,370,46°34′26″N,12°08′25″E,II/C-31.I-D,Belluno,IT,
1103,Cima Cadi,2449,589,46°13′25″N,10°17′40″E,II/C-28.I-B,Brescia / Sondrio,IT,
1104,Großer Bösenstein,2448,634,47°26′36″N,14°24′16″E,II/A-18.III-B,Styria,AT,
1105,Spitzmauer (de),2446,516,47°41′43″N,14°03′44″E,II/B-25.III-A,Upper Austria,AT,
1106,Monte Spondone,2445,306,45°58′50″N,09°47′41″E,II/C-29.II-B,Bergamo,IT,
1107,Kröndlhorn,2444,461,47°17′56″N,12°09′53″E,II/B-23.II-A,North Tyrol / Salzburg,AT,
1108,Monte Siera (it),2443,344,46°32′57″N,12°42′39″E,II/C-33.I-C,Belluno / Udine,IT,
1109,Eisenhut,2441,800,46°57′07″N,13°55′44″E,II/A-19.I-A,Styria,AT,
1110,Mürtschenstock,2441,601,47°04′12″N,09°08′39″E,I/B-13.II-C,Glarus,CH,
1111,Großer Rosennock,2440,657,46°52′39″N,13°42′45″E,II/A-19.I-A,Carinthia,AT,
1112,Schwarzhorn,2439,637,46°20′05″N,11°27′17″E,II/C-31.V-A,South Tyrol,IT,
1113,Pointe Blanche (fr),2438,825,45°59′58″N,06°27′35″E,I/B-08.IV-B,Upper Savoy,FR,
1114,Gufelstock,2436,423,47°01′30″N,09°08′48″E,I/B-13.II-A,Glarus,CH,
1115,Altmann,2435,313,47°14′22″N,09°22′18″E,I/B-14.V-B,Appenzell / St. Gallen,CH,
1116,Laugenspitze,2434,636,46°32′05″N,11°05′10″E,II/C-28.II-A,South Tyrol,IT,
1117,Seehorn,2434,567,46°10′57″N,08°06′56″E,I/B-09.V-C,Valais,CH,
1118,Deneck,2433,359,47°17′28″N,14°03′00″E,II/A-18.II-A,Styria,AT,
1119,Cornettes de Bise,2432,1061,46°19′57″N,06°47′05″E,I/B-08.III-B,Valais / Upper Savoy,CH/FR,
1120,Mont de Grange,2432,768,46°15′45″N,06°46′51″E,I/B-08.III-A,Upper Savoy,FR,
1121,Raz de Bec,2431,535,44°40′05″N,05°59′17″E,I/A-06.I-A,Hautes-Alpes,FR,
1122,L'Ouillon,2431,367,45°14′24″N,06°12′54″E,I/A-05.I-B,Isère,FR,
1123,Monte Azzarini,2431,331,46°03′35″N,09°38′33″E,II/C-29.I-A,Bergamo / Sondrio,IT,
1124,Raucheck,2430,1463,47°29′57″N,13°13′36″E,II/B-24.IV-A,Salzburg,AT,
1125,Laliderer Falk (de),2427,654,47°26′06″N,11°31′09″E,II/B-21.IV-A,North Tyrol,AT,
1126,Monte Ferrante,2427,357,45°58′29″N,10°01′43″E,II/C-29.II-C,Bergamo,IT,
1127,Sforniòi di Mezzo,2425,362,46°20′55″N,12°16′02″E,II/C-31.II-A,Belluno,IT,
1128,Großer Galtenberg,2424,513,47°20′12″N,11°58′35″E,II/B-23.II-A,North Tyrol,AT,
1129,Col della Croce,2423,376,46°09′55″N,11°38′19″E,II/C-31.V-B,Trentino,IT,
1130,Oberwölzer Schoberspitze (de),2423,333,47°17′21″N,14°09′40″E,II/A-18.III-A,Styria,AT,
1131,L'Argentine,2422,393,46°16′24″N,07°7′51″E,I/B-12.III-A,Vaud,CH,
1132,Monte Cimon,2422,374,46°33′05″N,12°45′47″E,II/C-33.I-C,Udine,IT,
1133,Cima di Capezzone (it),2421,603,45°56′42″N,08°12′32″E,I/B-09.III-C,V-C-O / Vercelli,IT,
1134,Geierhaupt,2417,1172,47°22′29″N,14°38′11″E,II/A-18.IV-A,Styria,AT,
1135,Monte Alto di Pelsa,2417,455,46°21′21″N,11°59′59″E,II/C-31.II-A,Belluno,IT,
1136,Ehrwalder Sonnenspitze,2417,417,47°22′03″N,10°55′19″E,II/B-21.III-A,North Tyrol,AT,
1137,Pizzo Erra,2417,301,46°26′28″N,08°53′27″E,I/B-10.I-B,Ticino,CH,
1138,Karhorn (de),2416,706,47°14′53″N,10°09′04″E,II/B-21.II-A,Vorarlberg,AT,
1139,Hochreichart (de),2416,336,47°21′48″N,14°40′55″E,II/A-18.IV-B,Styria,AT,
1140,Hoh Brisen,2413,489,46°53′51″N,08°27′57″E,I/B-12.I-B,Nidwalden / Uri,CH,
1141,Crodon di Tiarfin,2413,446,46°27′57″N,12°35′30″E,II/C-33.I-C,Udine,IT,
1142,Schafberg,2413,403,47°10′09″N,09°57′05″E,II/B-21.II-A,Vorarlberg,AT,
1143,Sassolungo di Cibiana (it),2413,335,46°21′32″N,12°16′58″E,II/C-31.II-A,Belluno,IT,
1144,Bleikogel (de),2411,334,47°30′51″N,13°17′54″E,II/B-24.IV-A,Salzburg,AT,
1145,Grignone,2409,1686,45°57′12″N,09°23′15″E,II/C-29.II-A,Lecco,IT,
1146,Cima di Pramper ,2409,540,46°17′48″N,12°10′01″E,II/C-31.II-B,Belluno,IT,
1147,Mont Charvin,2409,449,45°48′09″N,06°25′12″E,I/B-08.IV-A,Upper Savoy / Savoy,FR,
1148,Kilnprein,2408,450,46°59′07″N,13°50′34″E,II/A-19.I-A,Salzburg / Styria,AT,
1149,Monte Pezza,2408,364,46°24′21″N,11°55′14″E,II/C-31.III-B,Belluno,IT,
1150,Sasso Bianco,2407,386,46°24′45″N,11°57′34″E,II/C-31.III-B,Belluno,IT,
1151,Zirmebenjoch,2407,310,47°17′38″N,10°32′18″E,II/B-21.I-A,North Tyrol,AT,
1152,Monte San Lucano (it),2406,411,46°18′39″N,11°57′36″E,II/C-31.IV-A,Belluno,IT,
1153,Erlspitze,2405,607,47°19′12″N,11°17′08″E,II/B-21.IV-A,North Tyrol,AT,
1154,Cresta di Enghe,2405,324,46°31′15″N,12°38′04″E,II/C-33.I-C,Belluno,IT,
1155,Saile (de),2404,412,47°11′31″N,11°19′31″E,II/A-16.II-B,North Tyrol,AT,
1156,Bric Costa Rossa,2404,345,44°15′03″N,07°36′00″E,I/A-01.II-B,Cuneo,IT,
1157,Zitterklapfen (de),2403,573,47°16′05″N,09°58′16″E,II/B-21.II-A,Vorarlberg,AT,
1158,Lopa,2402,335,46°22′13″N,13°29′39″E,II/C-34.I-B,Udine / Slovenia,IT/SI,
1159,Fundelkopf,2401,375,47°06′36″N,09°40′35″E,II/A-15.VIII-A,Vorarlberg,AT,
1160,Veliko Špičje,2396,333,46°20′37″N,13°46′00″E,II/C-34.I-E,Slovenia,SI,
1160,Monte Susino,2397,301,45°59′26″N,10°11′12″E,II/C-29.II-C,Bergamo / Brescia,IT,
1161,Seckauer Zinken (de),2397,377,47°20′21″N,14°44′10″E,II/A-18.IV-B,Styria,AT,
1162,Hochkünzelspitze (de),2397,352,47°16′19″N,10°01′49″E,II/B-21.II-A,Vorarlberg,AT,
1163,Cima d'Oltro,2397,311,46°13′14″N,11°54′25″E,II/C-31.IV-A,Trentino,IT,
1164,Zirbitzkogel,2396,1502,47°03′49″N,14°34′02″E,II/A-19.II-A,Styria,AT,
1166,Cima di Sette Selle / Sasso Rotto,2396,325,46°07′42″N,11°23′54″E,II/C-31.V-B,Trentino,IT,
1167,Planjava,2394,491,46°21′24″N,14°36′36″E,II/C-35.II-A,Slovenia,SI,
1168,Croda di Mezzodi,2394,346,46°31′58″N,12°34′40″E,II/C-33.I-C,Belluno,IT,
1169,Montagne de Boules,2391,357,44°10′26″N,06°30′02″E,I/A-03.II-A,Alpes-de-Haute-Provence,FR,
1170,Kampspitze,2390,438,47°17′38″N,13°38′34″E,II/A-18.II-A,Styria,AT,
1171,Vanil Noir,2389,1120,46°31′43″N,07°08′54″E,I/B-14.I-B,Fribourg / Vaud,CH,
1172,Le Tabor,2389,1022,44°58′38″N,05°51′21″E,I/A-05.IV-A,Isère,FR,
1173,Großer Hochkasten,2389,342,47°40′25″N,14°02′51″E,II/B-25.III-A,Styria,AT,
1174,Warscheneck,2388,655,47°39′09″N,14°14′29″E,II/B-25.III-B,Upper Austria,AT,
1175,Elferkopf (de),2387,451,47°18′08″N,10°10′40″E,II/B-22.II-A,Vorarlberg,AT,
1176,Gamskögel (de),2386,522,47°21′57″N,14°32′54″E,II/A-18.IV-A,Styria,AT,
1177,Gamsberg,2385,1358,47°08′8″N,09°22′34″E,I/B-14.V-A,St. Gallen,CH,
1178,Roc de Garnesier,2383,393,44°39′38″N,05°47′33″E,I/A-06.I-B,Drôme  / Hautes-Alpes,FR,
1179,Rudiger,2382,310,47°19′45″N,10°42′06″E,II/B-21.I-B,North Tyrol,AT,
1180,Monte Cimone,2379,399,46°25′25″N,13°23′07″E,II/C-34.I-A,Udine,IT,
1181,Monte Ponteranica,2378,375,46°01′45″N,09°35′44″E,II/C-29.I-B,Bergamo / Sondrio,IT,
1182,Gartnerwand (de),2377,434,47°23′06″N,10°49′16″E,II/B-21.I-B,North Tyrol,AT,
1183,Knittelkarspitze (de),2376,1017,47°22′32″N,10°39′04″E,II/B-21.I-B,North Tyrol,AT,
1184,Vilan,2376,416,47°00′46″N,09°36′11″E,II/A-15.VIII-A,Graubünden,CH,
1185,Pizzo di Campel,2376,332,46°19′55″N,09°15′42″E,I/B-10.III-D,Graubünden,CH,
1186,Hochweberspitze,2375,335,47°18′32″N,14°12′02″E,II/A-18.III-A,Styria,AT,
1187,Reither Spitze,2374,300,47°19′23″N,11°14′10″E,II/B-21.IV-A,North Tyrol,AT,
1188,La Croix de Cassini,2373,371,45°04′24″N,06°08′03″E,I/A-05.I-B,Isère,FR,
1189,Plenge,2373,303,46°39′09″N,12°54′01″E,II/C-33.I-A,Carinthia,AT,
1190,Reißkofel,2371,1390,46°41′09″N,13°08′50″E,II/C-33.II-D,Carinthia,AT,
1191,Tschirgant (de),2370,1263,47°14′30″N,10°47′47″E,II/B-21.III-A,North Tyrol,AT,
1192,Hohe Pressing,2370,485,46°56′16″N,13°41′32″E,II/A-19.I-A,Carinthia,AT,
1193,Hochtor,2369,1520,47°33′42″N,14°37′58″E,II/B-26.I-B,Styria,AT,
1194,Monte Pegherolo,2369,350,46°01′29″N,09°42′49″E,II/C-29.I-B,Bergamo,IT,
1195,Gehrenspitze (de),2367,319,47°23′12″N,11°08′06″E,II/B-21.III-B,North Tyrol,AT,
1196,Großer Rettenstein,2366,680,47°19′58″N,12°17′49″E,II/B-23.II-A,North Tyrol / Salzburg,AT,
1197,Croda de R'Ancona,2366,338,46°36′51″N,12°07′04″E,II/C-31.I-B,Belluno,IT,
1198,Geißstein,2363,1089,47°20′15″N,12°29′44″E,II/B-23.II-C,North Tyrol / Salzburg,AT,
1199,Pusterwalder Hohenwart,2363,375,47°19′44″N,14°14′11″E,II/A-18.III-A,Styria,AT,
1200,Niesen,2362,407,46°38′46″N,07°39′09″E,I/B-14.II-A,Bern,CH,
1201,Wistätthorn,2362,370,46°27′15″N,07°23′11″E,I/B-14.II-A,Bern,CH,
1202,Großes Teufelshorn,2361,341,47°29′21″N,13°02′10″E,II/B-24.III-B,Salzburg / Bavaria,AT/DE,
1203,Poncione Piancascia,2360,325,46°17′55″N,08°44′01″E,I/B-10.II-D,Ticino,CH,
1204,Vigna Soliva,2356,403,46°00′25″N,09°59′13″E,II/C-29.II-C,Bergamo,IT,
1205,Großer Rosszahn,2356,317,47°23′14″N,10°28′08″E,II/B-22.II-C,North Tyrol,AT,
1206,Grimming,2351,1518,47°31′14″N,14°01′1″E,II/B-25.I-C,Styria,AT,
1207,La Tournette,2351,1514,45°49′38″N,06°17′11″E,I/B-08.IV-B,Upper Savoy,FR,
1208,Brienzer Rothorn,2350,1342,46°47′14″N,08°02′49″E,I/B-14.II-C,Bern / Lucerne / Obwalden,CH,
1209,Wittenberghorn,2350,465,46°24′58″N,07°12′36″E,I/B-14.I-A,Bern / Vaud,CH,
1210,Seekarspitze (de),2350,324,47°16′22″N,13°32′38″E,II/A-18.II-A,Salzburg,AT,
1211,Cima di Canogia,2350,315,46°12′29″N,08°24′49″E,I/B-10.II-B,V-C-O,IT,
1211,Kahlersberg,2350,315,47°31′53″N,13°01′56″E,II/B-24.III-B,Salzburg / Bavaria,AT/DE,
1213,Bavški Grintavec (de),2347,357,46°22′08″N,13°40′15″E,II/C-34.I-C,Slovenia,SI,
1214,Pletzen (de),2345,448,47°19′59″N,14°37′02″E,II/A-18.IV-A,Styria,AT,
1215,Cimon del Teverone,2345,417,46°12′33″N,12°24′10″E,II/C-32.II-B,Belluno / Pordenone,IT,
1216,Ellmauer Halt,2344,1551,47°33′44″N,12°18′11″E,II/B-21.VI-A,North Tyrol,AT,
1217,Kellerjoch (Kreuzjoch),2344,669,47°19′08″N,11°46′15″E,II/B-23.I-B,North Tyrol,AT,
1218,Steinfeldspitze,2344,542,47°15′58″N,13°27′07″E,II/A-18.I-A,Salzburg,AT,
1219,Monte Chétif (it),2343,387,45°47′59″N,06°56′56″E,I/B-07.III-B,Aosta Valley,IT,
1220,Briceljk (sl),2343,363,46°23′41″N,13°37′55″E,II/C-34.I-C,Slovenia,SI,
1221,Grand Veymont,2341,1165,44°52′12″N,05°31′36″E,I/A-06.III-A,Isère,FR,
1222,Thaneller,2341,992,47°25′35″N,10°43′29″E,II/B-21.I-B,North Tyrol,AT,
1223,Crève Tête,2341,363,45°27′04″N,06°28′04″E,I/B-07.II-E,Savoy,FR,
1224,Wasserbergfirst,2341,325,46°56′22″N,08°47′21″E,I/B-14.IV-A,Schwyz,CH,
1225,Daniel,2340,1233,47°25′58″N,10°52′49″E,II/B-22.III-A,North Tyrol,AT,
1226,Pied Moutet,2339,681,45°00′26″N,06°05′46″E,I/A-05.III-B,Isère,FR,
1227,Aserlespitze,2337,329,47°20′26″N,10°45′27″E,II/B-21.I-B,North Tyrol,AT,
1228,Großer Grießstein,2337,328,47°23′27″N,14°32′24″E,II/A-18.IV-A,Styria,AT,
1229,Cima Dodici,2336,1874,45°59′51″N,11°28′05″E,II/C-32.I-A,Vicenza / Trentino,IT,
1230,Hochmölbing,2336,339,47°38′03″N,14°10′41″E,II/B-25.III-B,Styria,AT,
1231,Monte Pavione (it),2335,597,46°06′17″N,11°49′16″E,II/C-31.IV-B,Belluno,IT,
1232,Pizzo del Moro,2335,516,45°55′49″N,08°07′29″E,I/B-09.III-C,V-C-O / Vercelli,IT,
1233,Monte Mucrone (it),2335,309,45°37′13″N,07°56′41″E,I/B-09.IV-A,Biella,IT,
1234,Monte Terza Piccola (it),2334,660,46°33′36″N,12°37′29″E,II/C-33.I-C,Udine,IT,
1235,Rinsennock,2334,435,46°54′32″N,13°51′05″E,II/A-19.I-A,Carinthia,AT,
1236,Gailtaler Polinik,2332,975,46°37′38″N,12°58′56″E,II/C-33.I-B,Carinthia,AT,
1237,Maurerberg,2332,469,46°42′15″N,11°49′17″E,II/C-31.III-A,South Tyrol,IT,
1238,Tour d'Aï,2331,886,46°22′20″N,07°00′07″E,I/B-14.I-A,Vaud,CH,
